codigo,codigo_padre,descripcion,fecha_desde,impuestos_cliente,impuestos_proveedor
62514,62514,"SERVICIOS COMERCIALES AL POR MENOR DE ANIMALES VIVOS, INCLUIDOS LOS ANIMALES DOMESTICOS, A COMISION O POR CONTRATO",2008-01-25,,
62514.00.1,62514,"SERVICIOS COMERCIALES AL POR MENOR DE ANIMALES VIVOS, INCLUIDOS LOS ANIMALES DOMESTICOS, A COMISION O POR CONTRATO",,,
62515,6251,"SERVICIOS COMERCIALES AL POR MENOR DE CUEROS, PIELES Y CUERO CURTIDO A COMISION O POR CONTRATO",2008-01-25,,
62515,62515,"SERVICIOS COMERCIALES AL POR MENOR DE CUEROS, PIELES Y CUERO CURTIDO A COMISION O POR CONTRATO",2008-01-25,,
62515.00.1,62515,"SERVICIOS COMERCIALES AL POR MENOR DE CUEROS, PIELES Y CUERO CURTIDO A COMISION O POR CONTRATO",,,
62519,6251,SERVICIOS COMERCIALES AL POR MENOR DE MATERIAS PRIMAS AGRICOLAS N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62519,62519,SERVICIOS COMERCIALES AL POR MENOR DE MATERIAS PRIMAS AGRICOLAS N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62519.00.1,62519,SERVICIOS COMERCIALES AL POR MENOR DE MATERIAS PRIMAS AGRICOLAS N.C.P. A COMISION O POR CONTRATO,,,
6252,625,"SERVICIOS COMERCIALES AL POR MENOR DE FRUTAS, LEGUMBRES, COMIDAS, BEBIDAS Y TABACO A COMISION O POR CONTRATO",2008-01-25,,
62521,6252,SERVICIOS COMERCIALES AL POR MENOR DE FRUTAS Y LEGUMBRES A COMISION O POR CONTRATO,2008-01-25,,
62521,62521,SERVICIOS COMERCIALES AL POR MENOR DE FRUTAS Y LEGUMBRES A COMISION O POR CONTRATO,2008-01-25,,
62521.00.1,62521,SERVICIOS COMERCIALES AL POR MENOR DE FRUTAS Y LEGUMBRES A COMISION O POR CONTRATO,,,
62522,6252,"SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS LACTEOS, HUEVOS, ACEITES Y GRASAS COMESTIBLES A COMISION O POR CONTRATO",2008-01-25,,
62522,62522,"SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS LACTEOS, HUEVOS, ACEITES Y GRASAS COMESTIBLES A COMISION O POR CONTRATO",2008-01-25,,
62522.00.1,62522,"SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS LACTEOS, HUEVOS, ACEITES Y GRASAS COMESTIBLES A COMISION O POR CONTRATO",,,
62523,6252,"SERVICIOS COMERCIALES AL POR MENOR DE CARNE, AVES Y PRODUCTOS DE CAZA A COMISION O POR CONTRATO",2008-01-25,,
62523,62523,"SERVICIOS COMERCIALES AL POR MENOR DE CARNE, AVES Y PRODUCTOS DE CAZA A COMISION O POR CONTRATO",2008-01-25,,
62523.00.1,62523,"SERVICIOS COMERCIALES AL POR MENOR DE CARNE, AVES Y PRODUCTOS DE CAZA A COMISION O POR CONTRATO",,,
62524,6252,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE PESCA Y OTROS PRODUCTOS DEL MAR A COMISION O POR CONTRATO,2008-01-25,,
62524,62524,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE PESCA Y OTROS PRODUCTOS DEL MAR A COMISION O POR CONTRATO,2008-01-25,,
62524.00.1,62524,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE PESCA Y OTROS PRODUCTOS DEL MAR A COMISION O POR CONTRATO,,,
62525,6252,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE REPOSTERIA Y DE PANADERIA A COMISION O POR CONTRATO,2008-01-25,,
62525,62525,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE REPOSTERIA Y DE PANADERIA A COMISION O POR CONTRATO,2008-01-25,,
62525.00.1,62525,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE REPOSTERIA Y DE PANADERIA A COMISION O POR CONTRATO,,,
62526,6252,SERVICIOS COMERCIALES AL POR MENOR DE BEBIDAS A COMISION O POR CONTRATO,2008-01-25,,
62526,62526,SERVICIOS COMERCIALES AL POR MENOR DE BEBIDAS A COMISION O POR CONTRATO,2008-01-25,,
62526.00.1,62526,SERVICIOS COMERCIALES AL POR MENOR DE BEBIDAS A COMISION O POR CONTRATO,,,
62526.01,62526,SERVICIOS  COMERCIALES  AL  POR MENOR DE BEBIDAS NO ALCOHÓLICAS A COMISIÓN O POR CONTRATO,2008-08-14,,
62527,6252,"SERVICIOS COMERCIALES AL POR MENOR DE CAFE, TE, CACAO Y ESPECIAS A COMISION O POR CONTRATO",2008-01-25,,
62527,62527,"SERVICIOS COMERCIALES AL POR MENOR DE CAFE, TE, CACAO Y ESPECIAS A COMISION O POR CONTRATO",2008-01-25,,
62527.00.1,62527,"SERVICIOS COMERCIALES AL POR MENOR DE CAFE, TE, CACAO Y ESPECIAS A COMISION O POR CONTRATO",,,
62528,6252,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DEL TABACO A COMISION O POR CONTRATO,2008-01-25,,
62528,62528,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DEL TABACO A COMISION O POR CONTRATO,2008-01-25,,
62528.00.1,62528,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DEL TABACO A COMISION O POR CONTRATO,,,
62529,6252,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS COMESTIBLES N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62529,62529,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS COMESTIBLES N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62529.00.1,62529,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS COMESTIBLES N.C.P. A COMISION O POR CONTRATO,,,
6253,625,"SERVICIOS COMERCIALES AL POR MENOR DE HILADOS, TEJIDOS, ROPA Y CALZADO A COMISION O POR CONTRATO",2008-01-25,,
62531,6253,SERVICIOS COMERCIALES AL POR MENOR DE HILADOS Y TEJIDOS A COMISION  O POR CONTRATO,2008-01-25,,
62531,62531,SERVICIOS COMERCIALES AL POR MENOR DE HILADOS Y TEJIDOS A COMISION  O POR CONTRATO,2008-01-25,,
62531.00.1,62531,SERVICIOS COMERCIALES AL POR MENOR DE HILADOS Y TEJIDOS A COMISION  O POR CONTRATO,,,
62532,6253,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLOS Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES A COMISION O POR  CONTRATO",2008-01-25,,
62532,62532,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLOS Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES A COMISION O POR  CONTRATO",2008-01-25,,
62532.00.1,62532,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE LENCERIA PARA EL HOGAR, CORTINAS, VISILLOS Y DIVERSOS ARTICULOS DOMESTICOS CONFECCIONADOS CON MATERIALES TEXTILES A COMISION O POR  CONTRATO",,,
62533,6253,"SERVICIOS COMERCIALES AL POR MENOR DE PRENDAS DE VESTIR, ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO A COMISION O POR CONTRATO",2008-01-25,,
62533,62533,"SERVICIOS COMERCIALES AL POR MENOR DE PRENDAS DE VESTIR, ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO A COMISION O POR CONTRATO",2008-01-25,,
62533.00.1,62533,"SERVICIOS COMERCIALES AL POR MENOR DE PRENDAS DE VESTIR, ARTICULOS DE PELETERIA Y ACCESORIOS DEL VESTIDO A COMISION O POR CONTRATO",,,
62534,6253,SERVICIOS COMERCIALES AL POR MENOR DE CALZADO  A COMISION  O POR CONTRATO,2008-01-25,,
62534,62534,SERVICIOS COMERCIALES AL POR MENOR DE CALZADO  A COMISION  O POR CONTRATO,2008-01-25,,
62534.00.1,62534,SERVICIOS COMERCIALES AL POR MENOR DE CALZADO  A COMISION  O POR CONTRATO,,,
6254,625,SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR A COMISION O POR CONTRATO,2008-01-25,,
62541,6254,SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR A COMISION  O POR CONTRATO,2008-01-25,,
62541,62541,SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR A COMISION  O POR CONTRATO,2008-01-25,,
62541.00.1,62541,SERVICIOS COMERCIALES AL POR MENOR DE MUEBLES PARA EL HOGAR A COMISION  O POR CONTRATO,,,
62542,6254,"SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE RADIO Y TELEVISION, INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS A COMISION O POR CONTRATO",2008-01-25,,
62542,62542,"SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE RADIO Y TELEVISION, INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS A COMISION O POR CONTRATO",2008-01-25,,
62542.00.1,62542,"SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE RADIO Y TELEVISION, INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS A COMISION O POR CONTRATO",,,
62542.01,62542,"SERVICIOS COMERCIALES AL POR MENOR DE  INSTRUMENTOS MUSICALES Y DISCOS, PARTITURAS Y CINTAS GRABADAS, A COMISIÓN O POR CONTRATO",2008-08-14,,
62543,6254,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS Y MATERIAL DE ILUMINACION A COMISION O POR CONTRATO,2008-01-25,,
62543,62543,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS Y MATERIAL DE ILUMINACION A COMISION O POR CONTRATO,2008-01-25,,
62543.00.1,62543,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS Y MATERIAL DE ILUMINACION A COMISION O POR CONTRATO,,,
62544,6254,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS DE USO DOMESTICO A COMISION O POR CONTRATO,2008-01-25,,
62544,62544,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS DE USO DOMESTICO A COMISION O POR CONTRATO,2008-01-25,,
62544.00.1,62544,SERVICIOS COMERCIALES AL POR MENOR DE APARATOS DE USO DOMESTICO A COMISION O POR CONTRATO,,,
62545,6254,"SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA,  PORCELANA  Y CERAMICA A COMISION O POR CONTRATO",2008-01-25,,
62545,62545,"SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA,  PORCELANA  Y CERAMICA A COMISION O POR CONTRATO",2008-01-25,,
62545.00.1,62545,"SERVICIOS COMERCIALES AL POR MENOR DE UTENCILLOS DIVERSOS DE USO DOMESTICO, CUBERTERIA, ARTICULOS DE LOZA,  PORCELANA  Y CERAMICA A COMISION O POR CONTRATO",,,
62546,6254,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE,  CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA A COMISION O  POR CONTRATO",2008-01-25,,
62546,62546,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE,  CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA A COMISION O  POR CONTRATO",2008-01-25,,
62546.00.1,62546,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE MIMBRE,  CORCHO, TONELERIA Y OTROS ARTICULOS DE MADERA A COMISION O  POR CONTRATO",,,
62549,6254,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPO DOMESTICOS N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62549,62549,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPO DOMESTICOS N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62549.00.1,62549,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS Y EQUIPO DOMESTICOS N.C.P. A COMISION O POR CONTRATO,,,
6255,625,"SERVICIOS COMERCIALES AL POR MENOR DE LIBROS, REVISTAS, PERIODICOS, ARTICULOS DE ESCRITORIO Y PRODUCTOS MISCELANEOS A COMISION O POR CONTRATO",2008-01-25,,
62551,6255,"SERVICIOS COMERCIALES AL POR MENOR DE LIBROS, REVISTAS, PERIODICOS  Y ARTICULOS DE ESCRITORIO A COMISION O POR CONTRATO",2008-01-25,,
62551,62551,"SERVICIOS COMERCIALES AL POR MENOR DE LIBROS, REVISTAS, PERIODICOS  Y ARTICULOS DE ESCRITORIO A COMISION O POR CONTRATO",2008-01-25,,
62551.00.1,62551,"SERVICIOS COMERCIALES AL POR MENOR DE LIBROS, REVISTAS, PERIODICOS  Y ARTICULOS DE ESCRITORIO A COMISION O POR CONTRATO",,,
62552,6255,"SERVICIOS COMERCIALES AL POR MENOR  DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION A COMISION O POR CONTRATO",2008-01-25,,
62552,62552,"SERVICIOS COMERCIALES AL POR MENOR  DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION A COMISION O POR CONTRATO",2008-01-25,,
62552.00.1,62552,"SERVICIOS COMERCIALES AL POR MENOR  DE EQUIPO FOTOGRAFICO, OPTICO Y DE PRECISION A COMISION O POR CONTRATO",,,
62553,6255,SERVICIOS COMERCIALES  AL  POR MENOR DE JUEGOS Y JUGUETES A COMISION O POR CONTRATO,2008-01-25,,
62553,62553,SERVICIOS COMERCIALES  AL  POR MENOR DE JUEGOS Y JUGUETES A COMISION O POR CONTRATO,2008-01-25,,
62553.00.1,62553,SERVICIOS COMERCIALES  AL  POR MENOR DE JUEGOS Y JUGUETES A COMISION O POR CONTRATO,,,
62554,6255,SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y JOYAS A COMISION O POR CONTRATO,2008-01-25,,
62554,62554,SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y JOYAS A COMISION O POR CONTRATO,2008-01-25,,
62554.00.1,62554,SERVICIOS COMERCIALES AL POR MENOR DE RELOJES Y JOYAS A COMISION O POR CONTRATO,,,
62555,6255,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE DEPORTE  ( INCLUIDAS LAS BICICLETAS) A COMISION O POR CONTRATO,2008-01-25,,
62555,62555,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE DEPORTE  ( INCLUIDAS LAS BICICLETAS) A COMISION O POR CONTRATO,2008-01-25,,
62555.00.1,62555,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE DEPORTE  ( INCLUIDAS LAS BICICLETAS) A COMISION O POR CONTRATO,,,
62556,6255,SERVICIOS COMERCIALES AL POR MENOR  DE  ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE A COMISION O POR CONTRATO,2008-01-25,,
62556,62556,SERVICIOS COMERCIALES AL POR MENOR  DE  ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE A COMISION O POR CONTRATO,2008-01-25,,
62556.00.1,62556,SERVICIOS COMERCIALES AL POR MENOR  DE  ARTICULOS DE CUERO Y ACCESORIOS PARA VIAJE A COMISION O POR CONTRATO,,,
62559,6255,SERVICIOS COMERCIALES AL POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62559,62559,SERVICIOS COMERCIALES AL POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62559.00.1,62559,SERVICIOS COMERCIALES AL POR MENOR DE BIENES DE CONSUMO DIVERSOS N.C.P. A COMISION O POR CONTRATO,,,
62559.01,62559,SERVICIO COMERCIAL AL POR MENOR DE EQUIPO Y MATERIALES PARA REPARACIONES Y TRABAJOS CASEROS A COMISIÓN O POR CONTRATO,2008-08-14,,
62559.02,62559,"SERVICIO COMERCIAL AL POR MENOR DE DIVERSOS ARTÍCULOS CONSIDERADOS COMO RECUERDOS: TARJETAS DE FELICITACIÓN, PEQUEÑOS OBJETOS DE ARTE Y OTROS ARTÍCULOS DE REGALO A COMISIÓN O POR CONTRATO",2008-08-14,,
62559.03,62559,SERVICIO COMERCIAL AL POR MENOR DE APARATOS Y EQUIPO DE COMUNICACIÓN (INCLUSO PARTES Y PIEZAS) A COMISIÓN O POR CONTRATO,2008-08-14,,
6256,625,SERVICIOS COMERCIALES AL POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO A COMISION O POR CONTRATO,2008-01-25,,
62561,6256,SERVICIOS COMERCIALES AL POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO A COMISION O POR CONTRATO,2008-01-25,,
62561,62561,SERVICIOS COMERCIALES AL POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO A COMISION O POR CONTRATO,2008-01-25,,
62561.00.1,62561,SERVICIOS COMERCIALES AL POR MENOR DE MATERIALES DE CONSTRUCCION Y VIDRIO PLANO A COMISION O POR CONTRATO,,,
62562,6256,"SERVICIOS COMERCIALES AL POR MENOR DE APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA A COMISION O POR CONTRATO",2008-01-25,,
62562,62562,"SERVICIOS COMERCIALES AL POR MENOR DE APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA A COMISION O POR CONTRATO",2008-01-25,,
62562.00.1,62562,"SERVICIOS COMERCIALES AL POR MENOR DE APARATOS, MATERIALES Y EQUIPO SANITARIO DE CERAMICA A COMISION O POR CONTRATO",,,
62563,6256,SERVICIOS COMERCIALES AL POR MENOR DE PAPEL DE EMPAPELAR PAREDES Y REVESTIMIENTO DE SUELOS A COMISION O POR CONTRATO,2008-01-25,,
62563,62563,SERVICIOS COMERCIALES AL POR MENOR DE PAPEL DE EMPAPELAR PAREDES Y REVESTIMIENTO DE SUELOS A COMISION O POR CONTRATO,2008-01-25,,
62563.00.1,62563,SERVICIOS COMERCIALES AL POR MENOR DE PAPEL DE EMPAPELAR PAREDES Y REVESTIMIENTO DE SUELOS A COMISION O POR CONTRATO,,,
62564,6256,"SERVICIOS COMERCIALES AL POR MENOR DE PINTURAS, BARNICES Y LACAS A COMISION O POR CONTRATO",2008-01-25,,
62564,62564,"SERVICIOS COMERCIALES AL POR MENOR DE PINTURAS, BARNICES Y LACAS A COMISION O POR CONTRATO",2008-01-25,,
62564.00.1,62564,"SERVICIOS COMERCIALES AL POR MENOR DE PINTURAS, BARNICES Y LACAS A COMISION O POR CONTRATO",,,
62565,6256,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE FERRETERIA Y HERRAMIENTAS A COMISION O POR CONTRATO,2008-01-25,,
62565,62565,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE FERRETERIA Y HERRAMIENTAS A COMISION O POR CONTRATO,2008-01-25,,
62565.00.1,62565,SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE FERRETERIA Y HERRAMIENTAS A COMISION O POR CONTRATO,,,
6257,625,"SERVICIOS COMERCIALES AL POR MENOR DE ABONOS, PRODUCTOS AGROQUIMICOS Y PRODUCTOS FARMACEUTICOS A COMISION O POR CONTRATO",2008-01-25,,
62572,6257,SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS A COMISION O POR CONTRATO,2008-01-25,,
62572,62572,SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS A COMISION O POR CONTRATO,2008-01-25,,
62572.00.1,62572,SERVICIOS COMERCIALES AL POR MENOR DE ABONOS Y PRODUCTOS AGROQUIMICOS A COMISION O POR CONTRATO,,,
62573,6257,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS A COMISION O POR  CONTRATO,2008-01-25,,
62573,62573,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS A COMISION O POR  CONTRATO,2008-01-25,,
62573.00.1,62573,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS A COMISION O POR  CONTRATO,,,
62574,6257,SERVICIOS COMERCIALES AL POR MENOR DE INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA Y ORTOPEDIA  A COMISION O POR CONTRATO,2008-01-25,,
62574,62574,SERVICIOS COMERCIALES AL POR MENOR DE INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA Y ORTOPEDIA  A COMISION O POR CONTRATO,2008-01-25,,
62574.00.1,62574,SERVICIOS COMERCIALES AL POR MENOR DE INSTRUMENTOS Y DISPOSITIVOS PARA CIRUGIA Y ORTOPEDIA  A COMISION O POR CONTRATO,,,
62575,6257,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA, COSMETICOS Y JABONES DE TOCADOR A COMISION O POR CONTRATO",2008-01-25,,
62575,62575,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA, COSMETICOS Y JABONES DE TOCADOR A COMISION O POR CONTRATO",2008-01-25,,
62575.00.1,62575,"SERVICIOS COMERCIALES AL POR MENOR DE ARTICULOS DE PERFUMERIA, COSMETICOS Y JABONES DE TOCADOR A COMISION O POR CONTRATO",,,
62576,6257,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA A COMISION O POR CONTRATO SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA A COMISION O POR CONTRATO,2008-01-25,,
62576,62576,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA A COMISION O POR CONTRATO SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA A COMISION O POR CONTRATO,2008-01-25,,
62576.00.1,62576,SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA A COMISION O POR CONTRATO SERVICIOS COMERCIALES AL POR MENOR DE PRODUCTOS DE LIMPIEZA A COMISION O POR CONTRATO,,,
6258,625,"SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MOTOCICLETAS, VEHICULOS PARA NIEVE Y REPUESTOS Y ACCESORIOS AFINES A COMISION O POR CONTRATO",2008-01-25,,
62581,6258,"SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MOTOCICLETAS, VEHICULOS PARA NIEVE  Y REPUESTOS Y ACCESORIOS AFINES A COMISION O POR CONTRATO",2008-01-25,,
62581,62581,"SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MOTOCICLETAS, VEHICULOS PARA NIEVE  Y REPUESTOS Y ACCESORIOS AFINES A COMISION O POR CONTRATO",2008-01-25,,
62581.00.1,62581,"SERVICIOS COMERCIALES AL POR MENOR DE VEHICULOS DE MOTOR, MOTOCICLETAS, VEHICULOS PARA NIEVE  Y REPUESTOS Y ACCESORIOS AFINES A COMISION O POR CONTRATO",,,
62582,6258,"SERVICIOS COMERCIALES AL POR MENOR DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICILETAS, A COMISION O POR CONTRATO",2008-01-25,,
62582,62582,"SERVICIOS COMERCIALES AL POR MENOR DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICICLETAS, A COMISION O POR CONTRATO",2008-01-25,,
62582.00.1,62582,"SERVICIOS COMERCIALES AL POR MENOR DE OTRO EQUIPO DE TRANSPORTE, EXCEPTO BICICLETAS, A COMISION O POR CONTRATO",,,
62583,6258,"SERVICIOS COMERCIALES AL POR MENOR  DE MAQUINARIA Y EQUIPO  DE OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA,  A COMISION O POR CONTRATO",2008-01-25,,
62583,62583,"SERVICIOS COMERCIALES AL POR MENOR  DE MAQUINARIA Y EQUIPO  DE OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA,  A COMISION O POR CONTRATO",2008-01-25,,
62583.00.1,62583,"SERVICIOS COMERCIALES AL POR MENOR  DE MAQUINARIA Y EQUIPO  DE OFICINA, INCLUIDO EL MOBILIARIO DE OFICINA,  A COMISION O POR CONTRATO",,,
62584,6258,SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS A COMISION O POR CONTRATO,2008-01-25,,
62584,62584,SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS A COMISION O POR CONTRATO,2008-01-25,,
62584.00.1,62584,SERVICIOS COMERCIALES AL POR MENOR DE EQUIPO DE INFORMATICA Y PROGRAMAS INFORMATICOS BASICOS A COMISION O POR CONTRATO,,,
62585,6258,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO PARA TRABAJOS AGRICOLAS, EN CESPED Y DE JARDINERIA, INCLUIDOS TRACTORES, A COMISION O POR CONTRATO",2008-01-25,,
62585,62585,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO PARA TRABAJOS AGRICOLAS, EN CESPED Y DE JARDINERIA, INCLUIDOS TRACTORES, A COMISION O POR CONTRATO",2008-01-25,,
62585.00.1,62585,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO PARA TRABAJOS AGRICOLAS, EN CESPED Y DE JARDINERIA, INCLUIDOS TRACTORES, A COMISION O POR CONTRATO",,,
62586,6258,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE MINERIA,  CONSTRUCCION E INGENIERIA CIVIL A COMISION O POR CONTRATO",2008-01-25,,
62586,62586,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE MINERIA,  CONSTRUCCION E INGENIERIA CIVIL A COMISION O POR CONTRATO",2008-01-25,,
62586.00.1,62586,"SERVICIOS COMERCIALES AL POR MENOR DE MAQUINARIA Y EQUIPO DE MINERIA,  CONSTRUCCION E INGENIERIA CIVIL A COMISION O POR CONTRATO",,,
62587,6258,SERVICIOS COMERCIALES AL POR MENOR DE OTROS ELEMENTOS DE MAQUINARIA Y EQUIPO INDUSTRIALES Y SUMINISTROS AFINES PARA SU FUNCIONAMIENTO A COMISION O POR CONTRATO,2008-01-25,,
62587,62587,SERVICIOS COMERCIALES AL POR MENOR DE OTROS ELEMENTOS DE MAQUINARIA Y EQUIPO INDUSTRIALES Y SUMINISTROS AFINES PARA SU FUNCIONAMIENTO A COMISION O POR CONTRATO,2008-01-25,,
62587.00.1,62587,SERVICIOS COMERCIALES AL POR MENOR DE OTROS ELEMENTOS DE MAQUINARIA Y EQUIPO INDUSTRIALES Y SUMINISTROS AFINES PARA SU FUNCIONAMIENTO A COMISION O POR CONTRATO,,,
62589,6258,SERVICIOS COMERCIALES AL POR MENOR DE OTRA MAQUINARIA Y OTRO EQUIPO N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62589,62589,SERVICIOS COMERCIALES AL POR MENOR DE OTRA MAQUINARIA Y OTRO EQUIPO N.C.P. A COMISION O POR CONTRATO,2008-01-25,,
62589.00.1,62589,SERVICIOS COMERCIALES AL POR MENOR DE OTRA MAQUINARIA Y OTRO EQUIPO N.C.P. A COMISION O POR CONTRATO,,,
